Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Purchase Amount (USD),Season,Review Rating,Subscription Status,Shipping Type,Promo Code Used,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
2815,31,Female,T-shirt,Clothing,Minnesota,L,Gold,32,Winter,3.6,No,Standard,No,No,14,Bank Transfer,Monthly
2816,33,Female,Blouse,Clothing,Idaho,L,Black,67,Fall,3.9,No,Free Shipping,No,No,40,Venmo,Every 3 Months
2817,43,Female,Skirt,Clothing,Maryland,M,Black,28,Spring,3.5,No,Free Shipping,No,No,45,Venmo,Weekly
2818,25,Female,Backpack,Accessories,South Carolina,XL,Yellow,65,Winter,3.4,No,Standard,No,No,6,Venmo,Weekly
2819,46,Female,Shorts,Clothing,California,M,Turquoise,73,Fall,4.7,No,Next Day Air,No,No,12,Debit Card,Annually
2820,67,Female,Shirt,Clothing,Georgia,L,Lavender,27,Spring,3,No,Free Shipping,No,No,19,Cash,Monthly
2821,26,Female,Backpack,Accessories,Vermont,L,Yellow,89,Summer,3.9,No,Free Shipping,No,No,5,Cash,Bi-Weekly
2822,35,Female,Shoes,Footwear,Georgia,L,Olive,72,Summer,4.5,No,Standard,No,No,37,Venmo,Monthly
2823,61,Female,Skirt,Clothing,New Jersey,S,Brown,37,Fall,4.1,No,Standard,No,No,33,PayPal,Quarterly
2824,26,Female,Dress,Clothing,Utah,M,Olive,63,Summer,4.5,No,Standard,No,No,47,Debit Card,Bi-Weekly
2825,39,Female,Hat,Accessories,Utah,M,Purple,90,Fall,4,No,Free Shipping,No,No,49,Debit Card,Quarterly
2826,69,Female,Handbag,Accessories,North Carolina,M,Yellow,62,Winter,4.3,No,2-Day Shipping,No,No,28,Bank Transfer,Annually
2827,32,Female,Handbag,Accessories,Florida,L,Brown,43,Fall,3.6,No,Express,No,No,23,Venmo,Annually
2828,20,Female,Blouse,Clothing,Wisconsin,M,Magenta,96,Fall,3.1,No,Next Day Air,No,No,11,Bank Transfer,Bi-Weekly
2829,25,Female,Scarf,Accessories,Tennessee,L,Lavender,83,Fall,2.6,No,Standard,No,No,33,PayPal,Quarterly
2830,56,Female,Jewelry,Accessories,Arizona,XL,Teal,67,Fall,3.4,No,Next Day Air,No,No,47,Cash,Weekly
2831,63,Female,Skirt,Clothing,Oregon,L,Cyan,90,Spring,2.9,No,Store Pickup,No,No,13,Venmo,Every 3 Months
2832,34,Female,Hoodie,Clothing,Virginia,L,Pink,53,Winter,5,No,Express,No,No,4,Credit Card,Weekly
2833,29,Female,Scarf,Accessories,Maryland,M,Magenta,37,Summer,4.6,No,Standard,No,No,40,PayPal,Quarterly
2834,43,Female,Jeans,Clothing,Arkansas,M,Teal,56,Fall,3.3,No,Free Shipping,No,No,19,Cash,Monthly
2835,39,Female,Jacket,Outerwear,Texas,M,Indigo,43,Fall,2.9,No,2-Day Shipping,No,No,17,Credit Card,Weekly
2836,33,Female,T-shirt,Clothing,Vermont,S,Pink,84,Winter,4.9,No,Free Shipping,No,No,7,Venmo,Annually
2837,51,Female,Pants,Clothing,Wyoming,M,Charcoal,50,Winter,5,No,2-Day Shipping,No,No,21,Cash,Bi-Weekly
2838,65,Female,Shoes,Footwear,Alabama,M,Brown,88,Summer,4.5,No,Express,No,No,44,PayPal,Weekly
2839,51,Female,Jacket,Outerwear,Maine,M,Blue,50,Fall,3.7,No,Free Shipping,No,No,2,Bank Transfer,Weekly
2840,70,Female,Scarf,Accessories,South Dakota,L,Teal,80,Summer,2.8,No,Store Pickup,No,No,30,Bank Transfer,Monthly
2841,40,Female,T-shirt,Clothing,West Virginia,L,Pink,47,Spring,3.5,No,Store Pickup,No,No,41,Cash,Annually
2842,19,Female,Dress,Clothing,Ohio,XL,Magenta,33,Winter,3,No,2-Day Shipping,No,No,31,Cash,Weekly
2843,28,Female,Coat,Outerwear,Arizona,L,Green,100,Fall,4.3,No,Standard,No,No,48,Debit Card,Quarterly
2844,51,Female,Sweater,Clothing,Ohio,M,White,26,Summer,3.6,No,Store Pickup,No,No,41,Venmo,Weekly
2845,32,Female,Hat,Accessories,New Mexico,M,Indigo,79,Summer,4.4,No,Standard,No,No,42,Venmo,Annually
2846,26,Female,Backpack,Accessories,South Dakota,L,Lavender,77,Summer,4.1,No,Express,No,No,39,Debit Card,Every 3 Months
2847,50,Female,Socks,Clothing,Oklahoma,XL,Black,36,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Bi-Weekly
2848,68,Female,Jewelry,Accessories,Connecticut,L,Charcoal,21,Winter,2.8,No,Free Shipping,No,No,3,PayPal,Every 3 Months
2849,33,Female,Boots,Footwear,Wisconsin,L,Gray,72,Fall,4.9,No,Store Pickup,No,No,28,Bank Transfer,Quarterly
2850,56,Female,Coat,Outerwear,New Hampshire,M,Gold,25,Spring,4.1,No,Express,No,No,27,PayPal,Bi-Weekly
2851,57,Female,Sweater,Clothing,Nebraska,M,Silver,79,Spring,3,No,Store Pickup,No,No,36,Debit Card,Annually
2852,58,Female,Blouse,Clothing,Nevada,L,Teal,73,Summer,3,No,Store Pickup,No,No,42,Debit Card,Monthly
2853,40,Female,Belt,Accessories,New York,M,Magenta,71,Spring,3,No,Store Pickup,No,No,30,Venmo,Weekly
2854,37,Female,Hat,Accessories,Pennsylvania,M,Magenta,48,Winter,3.2,No,Next Day Air,No,No,9,PayPal,Weekly
2855,36,Female,Sandals,Footwear,Delaware,M,Beige,28,Fall,2.7,No,Store Pickup,No,No,25,Venmo,Monthly
2856,29,Female,Boots,Footwear,Mississippi,S,Maroon,95,Winter,3.8,No,2-Day Shipping,No,No,33,PayPal,Quarterly
2857,65,Female,Jacket,Outerwear,Iowa,M,Indigo,48,Winter,3.5,No,2-Day Shipping,No,No,31,Credit Card,Monthly
2858,44,Female,Dress,Clothing,Utah,S,Maroon,93,Spring,3.8,No,Next Day Air,No,No,35,Debit Card,Monthly
2859,34,Female,Jeans,Clothing,Maryland,L,Teal,87,Summer,3.8,No,2-Day Shipping,No,No,46,Bank Transfer,Monthly
2860,31,Female,Shorts,Clothing,Utah,L,Yellow,32,Fall,3.4,No,Express,No,No,29,Bank Transfer,Annually
2861,28,Female,Shirt,Clothing,Rhode Island,M,Gold,38,Spring,2.9,No,Next Day Air,No,No,49,Bank Transfer,Weekly
2862,66,Female,Coat,Outerwear,Maryland,M,Teal,54,Fall,3.4,No,Free Shipping,No,No,27,Credit Card,Monthly
2863,68,Female,Coat,Outerwear,Hawaii,S,Violet,75,Summer,4.7,No,Store Pickup,No,No,5,Bank Transfer,Every 3 Months
2864,37,Female,T-shirt,Clothing,Connecticut,M,Yellow,56,Fall,3.9,No,2-Day Shipping,No,No,18,Venmo,Monthly
2865,58,Female,Sweater,Clothing,Illinois,S,Maroon,43,Fall,3.6,No,Store Pickup,No,No,31,Venmo,Weekly
2866,28,Female,Skirt,Clothing,California,M,Silver,97,Fall,3.7,No,Free Shipping,No,No,27,Cash,Fortnightly
2867,54,Female,Blouse,Clothing,Connecticut,S,Violet,75,Summer,3.1,No,Free Shipping,No,No,19,Cash,Annually
2868,21,Female,Sneakers,Footwear,Colorado,L,White,55,Summer,4.9,No,Next Day Air,No,No,33,Cash,Fortnightly
2869,45,Female,Backpack,Accessories,Colorado,M,Black,49,Winter,2.6,No,Next Day Air,No,No,42,PayPal,Every 3 Months
2870,57,Female,Socks,Clothing,Georgia,M,White,58,Summer,4.2,No,Standard,No,No,16,Bank Transfer,Weekly
2871,47,Female,Jewelry,Accessories,North Dakota,M,Blue,34,Winter,4.8,No,Free Shipping,No,No,49,Debit Card,Every 3 Months
2872,46,Female,Shorts,Clothing,Idaho,S,Black,43,Summer,2.7,No,2-Day Shipping,No,No,40,Venmo,Bi-Weekly
2873,63,Female,Jewelry,Accessories,Connecticut,L,Olive,48,Fall,2.6,No,Next Day Air,No,No,5,Cash,Annually
2874,44,Female,Sweater,Clothing,Montana,M,Teal,40,Spring,2.6,No,Free Shipping,No,No,8,Bank Transfer,Monthly
2875,36,Female,Shirt,Clothing,Colorado,L,Silver,29,Summer,3.1,No,Standard,No,No,2,Debit Card,Annually
2876,24,Female,Pants,Clothing,Kentucky,M,Pink,81,Fall,2.6,No,Free Shipping,No,No,14,Debit Card,Weekly
2877,65,Female,Hoodie,Clothing,New Mexico,M,Charcoal,84,Spring,3.4,No,2-Day Shipping,No,No,5,Bank Transfer,Fortnightly
2878,32,Female,Socks,Clothing,New Jersey,M,Silver,46,Summer,3.6,No,Standard,No,No,34,Venmo,Monthly
2879,63,Female,Dress,Clothing,California,L,Turquoise,86,Summer,4.3,No,Next Day Air,No,No,13,Bank Transfer,Annually
2880,62,Female,Blouse,Clothing,North Dakota,XL,Turquoise,57,Winter,4.9,No,Free Shipping,No,No,31,Venmo,Annually
2881,19,Female,Skirt,Clothing,Florida,L,Beige,61,Winter,4.8,No,Store Pickup,No,No,43,PayPal,Quarterly
2882,38,Female,Backpack,Accessories,Texas,M,Cyan,90,Winter,4.2,No,Free Shipping,No,No,6,Bank Transfer,Annually
2883,59,Female,Blouse,Clothing,Oklahoma,L,Gold,51,Winter,2.6,No,Store Pickup,No,No,23,Credit Card,Bi-Weekly
2884,22,Female,Socks,Clothing,Rhode Island,XL,Silver,48,Spring,3.2,No,Standard,No,No,10,PayPal,Weekly
2885,55,Female,Boots,Footwear,Arkansas,M,Purple,50,Summer,3.4,No,2-Day Shipping,No,No,47,Credit Card,Every 3 Months
2886,29,Female,Backpack,Accessories,Nevada,M,Yellow,82,Summer,3.5,No,Next Day Air,No,No,14,Credit Card,Bi-Weekly
2887,42,Female,Hat,Accessories,Utah,L,Blue,33,Spring,4.2,No,Free Shipping,No,No,29,PayPal,Weekly
2888,23,Female,Sandals,Footwear,Kentucky,L,Blue,28,Winter,2.8,No,Express,No,No,12,Cash,Bi-Weekly
2889,70,Female,Hoodie,Clothing,Wisconsin,L,Green,42,Spring,5,No,2-Day Shipping,No,No,25,Debit Card,Quarterly
2890,64,Female,Sunglasses,Accessories,Minnesota,M,Charcoal,43,Fall,3.3,No,Store Pickup,No,No,21,Venmo,Annually
2891,39,Female,Jeans,Clothing,North Dakota,M,Violet,55,Winter,3.7,No,Free Shipping,No,No,23,Credit Card,Monthly
2892,47,Female,T-shirt,Clothing,Ohio,XL,Black,73,Winter,2.5,No,Free Shipping,No,No,10,PayPal,Monthly
2893,22,Female,Dress,Clothing,Nevada,M,Teal,39,Spring,3.2,No,Standard,No,No,47,Credit Card,Monthly
2894,69,Female,Belt,Accessories,Kentucky,S,Orange,20,Spring,3.1,No,Free Shipping,No,No,44,Debit Card,Every 3 Months
2895,35,Female,Jewelry,Accessories,Kentucky,S,Brown,32,Spring,3.5,No,Standard,No,No,41,Venmo,Annually
2896,56,Female,Hoodie,Clothing,Montana,L,Green,86,Summer,4.6,No,Standard,No,No,29,Bank Transfer,Monthly
2897,30,Female,Blouse,Clothing,Delaware,M,Silver,91,Summer,3.3,No,Free Shipping,No,No,2,Venmo,Every 3 Months
2898,43,Female,Jacket,Outerwear,Montana,L,Violet,59,Fall,2.5,No,Free Shipping,No,No,2,Cash,Fortnightly
2899,23,Female,Sneakers,Footwear,New Jersey,XL,Peach,33,Summer,4.6,No,Express,No,No,29,Credit Card,Annually
2900,50,Female,Boots,Footwear,Nebraska,M,Gold,64,Spring,4.2,No,2-Day Shipping,No,No,22,Bank Transfer,Fortnightly
2901,41,Female,Blouse,Clothing,Maryland,XL,Violet,67,Winter,4,No,Standard,No,No,23,Cash,Bi-Weekly
2902,41,Female,Blouse,Clothing,Alabama,L,Olive,43,Winter,2.6,No,Free Shipping,No,No,46,Credit Card,Quarterly
2903,27,Female,Boots,Footwear,North Carolina,S,Orange,32,Spring,4.6,No,Standard,No,No,19,PayPal,Bi-Weekly
2904,38,Female,Scarf,Accessories,Delaware,S,Teal,39,Spring,3.5,No,2-Day Shipping,No,No,24,Credit Card,Every 3 Months
2905,41,Female,Sandals,Footwear,Iowa,M,Gray,41,Spring,4,No,2-Day Shipping,No,No,43,Venmo,Monthly
2906,58,Female,Sunglasses,Accessories,New York,L,Black,53,Winter,4.8,No,Standard,No,No,14,Debit Card,Fortnightly
2907,58,Female,Coat,Outerwear,Virginia,M,Indigo,27,Spring,3.9,No,Standard,No,No,7,Venmo,Annually
2908,19,Female,Sunglasses,Accessories,Maryland,XL,Lavender,82,Summer,3.7,No,Next Day Air,No,No,50,PayPal,Bi-Weekly
2909,43,Female,Blouse,Clothing,Texas,M,Beige,87,Winter,3.1,No,Store Pickup,No,No,15,Debit Card,Every 3 Months
2910,27,Female,Backpack,Accessories,Louisiana,M,Indigo,78,Winter,3,No,Next Day Air,No,No,40,Credit Card,Every 3 Months
2911,32,Female,Belt,Accessories,Mississippi,M,Blue,32,Summer,2.9,No,Store Pickup,No,No,41,Credit Card,Monthly
2912,28,Female,Socks,Clothing,Ohio,XL,Orange,38,Fall,2.9,No,Next Day Air,No,No,34,Venmo,Quarterly
2913,48,Female,Shoes,Footwear,Oregon,M,Yellow,37,Winter,4,No,Standard,No,No,27,Cash,Bi-Weekly
2914,43,Female,Coat,Outerwear,Wyoming,L,Cyan,83,Winter,3.5,No,Express,No,No,12,Cash,Every 3 Months
2915,45,Female,Sweater,Clothing,Pennsylvania,M,Yellow,72,Fall,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
2916,26,Female,Shirt,Clothing,Oregon,M,Cyan,30,Fall,4.5,No,Express,No,No,39,Debit Card,Bi-Weekly
2917,62,Female,Shorts,Clothing,Oklahoma,M,Green,66,Winter,2.7,No,Express,No,No,13,Credit Card,Bi-Weekly
2918,58,Female,Shirt,Clothing,Colorado,XL,White,45,Winter,2.9,No,Store Pickup,No,No,50,Venmo,Annually
2919,19,Female,Sunglasses,Accessories,New York,S,Black,73,Fall,4.9,No,Free Shipping,No,No,36,Cash,Weekly
2920,64,Female,Shoes,Footwear,Minnesota,L,Charcoal,67,Winter,3.8,No,Standard,No,No,31,Debit Card,Monthly
2921,33,Female,Sunglasses,Accessories,Texas,XL,Brown,72,Spring,4.9,No,Free Shipping,No,No,3,Debit Card,Bi-Weekly
2922,20,Female,Handbag,Accessories,Wisconsin,M,Cyan,24,Fall,4.6,No,Standard,No,No,11,Cash,Fortnightly
2923,45,Female,Sunglasses,Accessories,Kentucky,L,Beige,68,Winter,3.5,No,Express,No,No,16,PayPal,Quarterly
2924,28,Female,Shirt,Clothing,Pennsylvania,M,Magenta,70,Spring,4.2,No,2-Day Shipping,No,No,12,Cash,Quarterly
2925,47,Female,Shirt,Clothing,Rhode Island,L,Indigo,64,Winter,3.7,No,Free Shipping,No,No,37,Debit Card,Every 3 Months
2926,54,Female,Sweater,Clothing,Illinois,M,Maroon,91,Spring,2.8,No,Store Pickup,No,No,43,Credit Card,Every 3 Months
2927,64,Female,Handbag,Accessories,Maryland,M,Gray,82,Winter,4.8,No,2-Day Shipping,No,No,9,Cash,Weekly
2928,45,Female,Shirt,Clothing,Missouri,M,Black,24,Summer,2.7,No,Express,No,No,15,Venmo,Bi-Weekly
2929,40,Female,Jewelry,Accessories,Alabama,L,Yellow,80,Spring,3.6,No,Store Pickup,No,No,17,Credit Card,Weekly
2930,31,Female,Socks,Clothing,Maine,XL,White,53,Winter,4.5,No,Next Day Air,No,No,42,Venmo,Fortnightly
2931,38,Female,T-shirt,Clothing,Mississippi,M,Orange,50,Spring,4,No,Free Shipping,No,No,14,Venmo,Monthly
2932,36,Female,Jewelry,Accessories,Alabama,M,Magenta,31,Fall,4.5,No,2-Day Shipping,No,No,49,Credit Card,Bi-Weekly
2933,65,Female,Backpack,Accessories,Alaska,L,Black,88,Spring,3.9,No,Express,No,No,3,PayPal,Quarterly
2934,27,Female,Hat,Accessories,Illinois,M,Brown,52,Summer,3.8,No,Standard,No,No,28,Venmo,Monthly
2935,38,Female,Gloves,Accessories,Idaho,M,Orange,22,Fall,4.7,No,Next Day Air,No,No,41,Bank Transfer,Quarterly
2936,58,Female,Sneakers,Footwear,North Carolina,XL,Gray,27,Spring,4.6,No,Standard,No,No,11,Venmo,Weekly
2937,31,Female,Skirt,Clothing,Washington,M,White,34,Spring,3.6,No,Express,No,No,46,PayPal,Weekly
2938,28,Female,Handbag,Accessories,West Virginia,M,White,39,Spring,4.3,No,2-Day Shipping,No,No,15,Credit Card,Weekly
2939,28,Female,Sunglasses,Accessories,Maine,M,Violet,53,Fall,3,No,Standard,No,No,15,Cash,Monthly
2940,32,Female,Sweater,Clothing,Kentucky,M,Beige,46,Winter,4.3,No,Express,No,No,34,Venmo,Weekly
2941,61,Female,Handbag,Accessories,Massachusetts,L,Beige,85,Summer,4.8,No,Next Day Air,No,No,13,Cash,Monthly
2942,38,Female,Skirt,Clothing,Pennsylvania,L,Purple,86,Spring,3.7,No,Free Shipping,No,No,27,PayPal,Monthly
2943,54,Female,Socks,Clothing,Hawaii,M,Brown,63,Summer,2.6,No,Free Shipping,No,No,37,Bank Transfer,Weekly
2944,29,Female,Shirt,Clothing,Virginia,M,Orange,44,Spring,3.4,No,Standard,No,No,37,Credit Card,Monthly
2945,50,Female,Sneakers,Footwear,New York,XL,Cyan,95,Summer,3.9,No,Free Shipping,No,No,4,Venmo,Every 3 Months
2946,32,Female,Belt,Accessories,Delaware,M,Charcoal,49,Summer,4.8,No,Free Shipping,No,No,1,Credit Card,Every 3 Months
2947,38,Female,Pants,Clothing,Hawaii,L,Purple,77,Spring,2.8,No,Free Shipping,No,No,29,Bank Transfer,Quarterly
2948,52,Female,Jewelry,Accessories,Nebraska,L,Peach,63,Spring,4.4,No,Standard,No,No,50,Venmo,Annually
2949,61,Female,Pants,Clothing,Vermont,M,Violet,83,Winter,3.1,No,Standard,No,No,38,Debit Card,Bi-Weekly
2950,25,Female,Jewelry,Accessories,Iowa,M,Peach,93,Spring,3.8,No,Store Pickup,No,No,15,PayPal,Annually
2951,22,Female,Jeans,Clothing,Iowa,S,Maroon,91,Winter,4.1,No,2-Day Shipping,No,No,44,Debit Card,Every 3 Months
2952,47,Female,Scarf,Accessories,Arkansas,L,Maroon,99,Fall,4.6,No,Free Shipping,No,No,14,Cash,Weekly
2953,50,Female,Belt,Accessories,Alabama,M,Peach,24,Spring,4.9,No,Next Day Air,No,No,5,Debit Card,Monthly
2954,45,Female,Dress,Clothing,Maryland,M,Silver,82,Summer,4.8,No,Next Day Air,No,No,11,Credit Card,Annually
2955,33,Female,T-shirt,Clothing,South Dakota,M,Indigo,28,Winter,3.9,No,Express,No,No,15,Credit Card,Annually
2956,42,Female,Boots,Footwear,Vermont,M,Silver,67,Winter,2.6,No,Free Shipping,No,No,46,Credit Card,Annually
2957,52,Female,Dress,Clothing,Montana,M,Olive,88,Fall,3.7,No,Standard,No,No,30,Venmo,Monthly
2958,69,Female,Jewelry,Accessories,South Dakota,S,Gray,70,Fall,4.7,No,Standard,No,No,2,Cash,Annually
2959,55,Female,Skirt,Clothing,Ohio,M,Black,100,Summer,4.5,No,Standard,No,No,28,PayPal,Monthly
2960,38,Female,Handbag,Accessories,Texas,L,Maroon,28,Summer,4.7,No,Free Shipping,No,No,9,PayPal,Quarterly
2961,57,Female,Coat,Outerwear,Indiana,S,Olive,48,Spring,3.6,No,Standard,No,No,47,Credit Card,Weekly
2962,33,Female,Hoodie,Clothing,New Hampshire,S,Gold,43,Fall,2.8,No,Free Shipping,No,No,21,Debit Card,Bi-Weekly
2963,57,Female,Pants,Clothing,California,L,Pink,40,Fall,4,No,Express,No,No,42,Credit Card,Every 3 Months
2964,52,Female,Boots,Footwear,Maine,M,Brown,97,Spring,3.6,No,Free Shipping,No,No,28,Credit Card,Weekly
2965,44,Female,Coat,Outerwear,Ohio,S,White,25,Fall,3.8,No,2-Day Shipping,No,No,13,Venmo,Fortnightly
2966,48,Female,Scarf,Accessories,Delaware,M,Blue,45,Summer,4.4,No,Standard,No,No,25,PayPal,Fortnightly
2967,52,Female,Boots,Footwear,Oklahoma,L,Orange,49,Fall,2.8,No,Store Pickup,No,No,38,Debit Card,Every 3 Months
2968,34,Female,Sneakers,Footwear,Indiana,L,Silver,36,Summer,3.4,No,Free Shipping,No,No,40,Venmo,Annually
2969,26,Female,Sweater,Clothing,South Carolina,S,Gray,48,Fall,4.9,No,Express,No,No,25,Cash,Every 3 Months
2970,36,Female,Belt,Accessories,Vermont,S,Blue,62,Fall,4.3,No,Next Day Air,No,No,20,Cash,Every 3 Months
2971,24,Female,Jewelry,Accessories,Kansas,M,White,74,Winter,3.4,No,Free Shipping,No,No,44,Credit Card,Bi-Weekly
2972,30,Female,Handbag,Accessories,Utah,L,Yellow,100,Fall,3.9,No,Next Day Air,No,No,9,PayPal,Every 3 Months
2973,31,Female,Jacket,Outerwear,New York,S,Indigo,39,Fall,4.2,No,Free Shipping,No,No,11,Venmo,Every 3 Months
2974,25,Female,Boots,Footwear,Indiana,M,Blue,65,Summer,2.7,No,Store Pickup,No,No,3,Bank Transfer,Fortnightly
2975,57,Female,Sneakers,Footwear,Tennessee,XL,Peach,99,Summer,4.1,No,Store Pickup,No,No,34,Credit Card,Weekly
2976,61,Female,Scarf,Accessories,Georgia,XL,Lavender,68,Winter,4.5,No,2-Day Shipping,No,No,48,Cash,Every 3 Months
2977,30,Female,Coat,Outerwear,Nebraska,M,Silver,97,Summer,2.8,No,Express,No,No,28,Cash,Fortnightly
2978,38,Female,Shorts,Clothing,Washington,L,Gold,47,Winter,3.4,No,Standard,No,No,20,Venmo,Annually
2979,53,Female,Shorts,Clothing,Idaho,S,Cyan,56,Spring,3.9,No,Free Shipping,No,No,49,Bank Transfer,Fortnightly
2980,31,Female,Jeans,Clothing,Louisiana,L,Olive,91,Fall,2.6,No,Next Day Air,No,No,14,PayPal,Weekly
2981,70,Female,Gloves,Accessories,New Jersey,L,Teal,93,Fall,4.4,No,2-Day Shipping,No,No,9,Bank Transfer,Monthly
2982,21,Female,Pants,Clothing,Delaware,L,Pink,36,Winter,4.9,No,Standard,No,No,37,Venmo,Annually
2983,33,Female,Dress,Clothing,Wisconsin,M,Orange,45,Summer,3.6,No,Store Pickup,No,No,4,Credit Card,Weekly
2984,60,Female,Pants,Clothing,West Virginia,M,Charcoal,44,Winter,2.8,No,2-Day Shipping,No,No,1,Credit Card,Quarterly
2985,45,Female,Gloves,Accessories,Texas,L,Red,32,Spring,4.3,No,2-Day Shipping,No,No,36,Debit Card,Bi-Weekly
2986,46,Female,Belt,Accessories,Hawaii,S,Teal,36,Summer,3,No,Express,No,No,21,Cash,Bi-Weekly
2987,62,Female,Belt,Accessories,Arizona,S,Silver,85,Summer,3.3,No,2-Day Shipping,No,No,16,Credit Card,Monthly
2988,63,Female,Skirt,Clothing,Louisiana,L,Black,36,Winter,2.5,No,Store Pickup,No,No,42,Cash,Monthly
2989,69,Female,Socks,Clothing,Nevada,S,Pink,55,Spring,5,No,2-Day Shipping,No,No,31,Debit Card,Monthly
2990,46,Female,Belt,Accessories,Rhode Island,XL,Teal,20,Summer,4.3,No,2-Day Shipping,No,No,6,Credit Card,Weekly
2991,69,Female,Shirt,Clothing,Illinois,M,Teal,91,Fall,4.2,No,Free Shipping,No,No,24,Venmo,Monthly
2992,66,Female,Dress,Clothing,Utah,L,Green,71,Summer,3.9,No,Standard,No,No,7,PayPal,Bi-Weekly
2993,41,Female,Socks,Clothing,North Dakota,M,Charcoal,64,Spring,3.9,No,Store Pickup,No,No,25,Venmo,Weekly
2994,32,Female,Jacket,Outerwear,Kansas,L,Indigo,21,Spring,4.2,No,Free Shipping,No,No,18,Cash,Bi-Weekly
2995,69,Female,Sweater,Clothing,Nevada,S,White,100,Winter,3.5,No,Store Pickup,No,No,14,Bank Transfer,Quarterly
2996,29,Female,Jeans,Clothing,Virginia,M,Orange,96,Summer,2.5,No,Standard,No,No,42,Debit Card,Bi-Weekly
2997,70,Female,Jewelry,Accessories,Utah,M,White,91,Spring,2.9,No,Express,No,No,6,Venmo,Every 3 Months
2998,41,Female,Sweater,Clothing,Idaho,S,Yellow,40,Spring,2.7,No,Next Day Air,No,No,14,Venmo,Every 3 Months
2999,31,Female,Hoodie,Clothing,Alaska,M,Red,53,Summer,4.7,No,Express,No,No,30,Debit Card,Quarterly
3000,31,Female,Sunglasses,Accessories,New Hampshire,S,Charcoal,48,Winter,3.8,No,Standard,No,No,10,Cash,Monthly
3001,57,Female,Sandals,Footwear,Ohio,M,Lavender,70,Winter,3.7,No,Express,No,No,7,PayPal,Weekly
3002,29,Female,Coat,Outerwear,Montana,L,Charcoal,29,Summer,4.7,No,Express,No,No,28,Credit Card,Quarterly
3003,70,Female,Belt,Accessories,Louisiana,M,Maroon,29,Fall,3.6,No,Next Day Air,No,No,19,Bank Transfer,Quarterly
3004,51,Female,Blouse,Clothing,Oregon,M,Brown,53,Fall,2.8,No,Express,No,No,13,Credit Card,Every 3 Months
3005,45,Female,Skirt,Clothing,Arizona,M,Lavender,79,Winter,3.7,No,Store Pickup,No,No,23,Venmo,Fortnightly
3006,18,Female,Shorts,Clothing,Alaska,XL,Brown,65,Spring,3.5,No,Express,No,No,5,Venmo,Weekly
3007,37,Female,Dress,Clothing,Utah,M,Olive,99,Summer,3.7,No,Store Pickup,No,No,17,Venmo,Bi-Weekly
3008,23,Female,Sunglasses,Accessories,New York,L,Lavender,60,Winter,3,No,Next Day Air,No,No,31,Venmo,Weekly
3009,39,Female,Shoes,Footwear,New Mexico,M,Gold,86,Winter,4.9,No,Free Shipping,No,No,19,PayPal,Weekly
3010,62,Female,Belt,Accessories,Louisiana,M,Silver,73,Winter,4.6,No,Free Shipping,No,No,8,Venmo,Fortnightly
3011,70,Female,Belt,Accessories,Ohio,M,Violet,45,Winter,3.3,No,Free Shipping,No,No,15,Credit Card,Annually
3012,20,Female,Belt,Accessories,Nevada,S,Brown,70,Summer,3,No,Next Day Air,No,No,18,Credit Card,Every 3 Months
3013,42,Female,Belt,Accessories,Idaho,M,Teal,65,Fall,3.5,No,Standard,No,No,16,PayPal,Annually
3014,41,Female,Skirt,Clothing,Arizona,L,Peach,55,Summer,4.2,No,Store Pickup,No,No,13,Cash,Monthly
3015,24,Female,T-shirt,Clothing,Utah,M,Maroon,65,Spring,4.5,No,Express,No,No,38,PayPal,Every 3 Months
3016,37,Female,Scarf,Accessories,Wyoming,XL,Lavender,21,Spring,2.8,No,Express,No,No,27,Bank Transfer,Bi-Weekly
3017,30,Female,Blouse,Clothing,Indiana,L,Lavender,26,Summer,4.9,No,Store Pickup,No,No,31,Bank Transfer,Quarterly
3018,58,Female,Sunglasses,Accessories,Wisconsin,S,Purple,71,Summer,3.3,No,Next Day Air,No,No,24,Cash,Bi-Weekly
3019,43,Female,Boots,Footwear,Texas,M,Green,41,Summer,3,No,Free Shipping,No,No,21,Debit Card,Bi-Weekly
3020,19,Female,Jacket,Outerwear,Utah,M,Yellow,44,Winter,3.9,No,2-Day Shipping,No,No,15,PayPal,Annually
3021,23,Female,Jeans,Clothing,Arkansas,S,Charcoal,81,Fall,2.8,No,Store Pickup,No,No,48,Venmo,Every 3 Months
3022,65,Female,Sunglasses,Accessories,Pennsylvania,S,Blue,77,Summer,4.5,No,2-Day Shipping,No,No,47,Cash,Quarterly
3023,58,Female,Sandals,Footwear,Georgia,M,Lavender,26,Fall,4,No,Free Shipping,No,No,23,PayPal,Weekly
3024,50,Female,Backpack,Accessories,Indiana,M,Brown,31,Summer,2.9,No,Express,No,No,4,PayPal,Quarterly
3025,67,Female,Blouse,Clothing,Idaho,S,White,82,Spring,4,No,Free Shipping,No,No,47,Credit Card,Every 3 Months
3026,40,Female,Shoes,Footwear,Montana,XL,Green,60,Summer,3.4,No,Store Pickup,No,No,7,PayPal,Monthly
3027,55,Female,Shirt,Clothing,Tennessee,L,Magenta,70,Fall,2.5,No,Free Shipping,No,No,6,Credit Card,Annually
